135,4,time,val
55,1,1,0.639,0.000
55,1,2,0.639,-0.191
55,1,3,0.639,0.093
55,2,0,0.639,0.152
55,2,1,0.639,-0.191
55,2,2,0.639,0.000
55,2,3,0.639,-0.023
55,3,0,0.639,-0.086
55,3,1,0.639,0.093
55,3,2,0.639,-0.023
55,3,3,0.639,0.000
56,0,0,0.652,0.000
56,0,1,0.652,-0.014
56,0,2,0.652,0.156
56,0,3,0.652,-0.087
56,1,0,0.652,-0.014
56,1,1,0.652,0.000
56,1,2,0.652,-0.195
56,1,3,0.652,0.093
56,2,0,0.652,0.156
56,2,1,0.652,-0.195
56,2,2,0.652,0.000
56,2,3,0.652,-0.022
56,3,0,0.652,-0.087
56,3,1,0.652,0.093
56,3,2,0.652,-0.022
56,3,3,0.652,0.000
57,0,0,0.664,0.000
57,0,1,0.664,-0.014
57,0,2,0.664,0.160
57,0,3,0.664,-0.088
57,1,0,0.664,-0.014
57,1,1,0.664,0.000
57,1,2,0.664,-0.199
57,1,3,0.664,0.092
57,2,0,0.664,0.160
57,2,1,0.664,-0.199
57,2,2,0.664,0.000
57,2,3,0.664,-0.022
57,3,0,0.664,-0.088
57,3,1,0.664,0.092
57,3,2,0.664,-0.022
57,3,3,0.664,0.000
58,0,0,0.678,0.000
58,0,1,0.678,-0.014
58,0,2,0.678,0.165
58,0,3,0.678,-0.089
58,1,0,0.678,-0.014
58,1,1,0.678,0.000
58,1,2,0.678,-0.204
58,1,3,0.678,0.092
58,2,0,0.678,0.165
58,2,1,0.678,-0.204
58,2,2,0.678,0.000
58,2,3,0.678,-0.021
58,3,0,0.678,-0.089
58,3,1,0.678,0.092
58,3,2,0.678,-0.021
58,3,3,0.678,0.000
59,0,0,0.691,0.000
59,0,1,0.691,-0.013
59,0,2,0.691,0.169
59,0,3,0.691,-0.090
59,1,0,0.691,-0.013
59,1,1,0.691,0.000
59,1,2,0.691,-0.208
59,1,3,0.691,0.091
59,2,0,0.691,0.169
59,2,1,0.691,-0.208
59,2,2,0.691,0.000
59,2,3,0.691,-0.020
59,3,0,0.691,-0.090
59,3,1,0.691,0.091
59,3,2,0.691,-0.020
59,3,3,0.691,0.000
60,0,0,0.705,0.000
60,0,1,0.705,-0.013
60,0,2,0.705,0.174
60,0,3,0.705,-0.091
